8192 4096
1600 3606 3914
931 1183 3968
91 1149 2272
78 2381 3084
358 692 3499
2893 3561 3565
3007 3402 3559
1305 1918 3211
2076 3793 3937
351 875 1203
940 1765 2291
156 228 1518
2666 3448 4010
375 2411 3635
1679 3304 4038
2300 2571 2572
2265 2431 3171
277 1377 1506
976 993 1999
655 1212 2376
1 1594 2176
299 1225 3093
1315 1978 2563
512 1651 3655
1799 3024 3597
832 2239 2915
613 1714 3591
2268 3710 3973
2303 2880 4011
637 2567 2887
906 925 3768
1575 2014 4002
368 781 2466
1963 2527 3699
1381 1444 3970
960 2826 3144
75 1201 3235
1132 1542 4071
2139 2478 3557
775 1712 2209
28 94 1538
680 1040 2876
2355 3491 3590
2225 2302 2760
4 194 1434
755 2276 2761
863 1738 2489
112 2236 3628
324 1791 3088
2463 2852 2971
980 3017 3925
291 962 1010
1161 2100 2859
2938 3431 3603
770 2524 3278
930 2370 3159
2410 3453 3873
1985 2008 2293
318 2573 3333
236 3126 3641
1120 2158 2481
117 152 3917
42 1568 2142
502 1571 1601
1604 1625 3063
186 1702 1846
804 1469 2381
899 1623 2086
1380 2951 3521
1890 2787 3710
142 290 2289
460 2348 2874
1311 1805 3658
538 1477 2394
651 1666 1893
1033 2924 3980
418 957 1228
2778 3416 3440
3164 3556 3609
979 3658 3678
14 1178 1827
1699 2674 3034
369 485 2777
3130 3796 3814
20 619 637
90 3163 3798
104 313 2972
1703 3089 3648
1653 2301 2548
1002 1740 2688
837 1557 2689
919 2103 2377
92 1944 3627
786 1410 1792
1615 2596 2709
477 3155 3614
34 2328 3278
734 2424 3106
278 629 1579
1713 2728 2912
1077 2350 3712
2415 3271 4064
1864 3456 3805
1169 1739 3019
2085 2526 3741
1941 2737 3285
404 1917 4024
370 2164 3020
1066 2377 3359
934 1525 3876
1239 2371 4059
475 1659 1962
72 1215 1479
754 1382 3634
1183 2871 3968
193 760 3326
47 3260 4068
533 837 3527
1891 2202 2812
1211 2475 2968
1133 1343 2017
1525 1759 3765
401 942 1455
637 2934 3494
227 2818 3804
591 2469 3222
1022 1908 3412
284 1645 3698
83 2264 2744
981 2737 3580
1201 3393 3672
415 1135 2054
1172 2836 3155
625 1281 3459
1753 2491 2861
79 358 3107
2267 3036 3269
2988 3305 4052
3160 3319 4000
331 3243 3627
541 790 1682
156 1732 3905
253 796 3668
540 2622 3173
1237 2958 4077
91 708 3008
3807 3887 3936
1867 2400 3119
507 825 3621
1393 1454 2401
1044 1161 2953
14 1413 2327
11 1524 2194
716 2052 2886
1288 2062 3339
1264 2037 2963
2093 2141 3291
1389 1716 3023
553 2292 3761
56 506 808
3363 3543 3862
2037 3220 3274
305 1995 3297
1109 2386 3791
257 1842 2070
388 927 1783
1050 2356 3000
3183 3374 3423
1882 2284 3079
1711 3343 3499
1439 2808 4032
2667 3470 3594
2178 3717 3761
1253 3241 4067
647 2510 2577
378 1895 1943
1068 1291 1765
156 1136 1214
709 884 3075
1965 3001 3959
1238 2008 3701
2089 2217 3251
1644 3790 4023
1672 1815 2740
2339 2768 3693
1399 2588 3876
749 1079 2007
2354 2975 3727
2577 3911 4045
1068 3523 3624
852 3344 3908
1920 2533 2972
1669 3479 4094
234 1122 3722
1054 2373 2826
1019 2284 2309
1259 2986 3551
208 334 3229
1113 3244 4070
678 1515 3090
520 547 3015
132 635 3103
691 1264 2348
500 1078 2832
2002 2410 4012
389 652 667
573 718 2134
1093 2081 3639
572 813 2690
1894 2654 3442
1269 1566 3770
527 2845 2962
813 2670 3431
1336 1972 2271
2264 2359 2929
1586 2749 4078
1647 2355 2898
880 2267 3298
15 458 907
1920 2365 3993
267 1029 2755
1088 1125 3872
1941 3335 3632
781 983 3329
1244 1300 2133
387 2012 2940
2268 2835 3583
409 1258 3112
822 1290 4023
2148 2456 2668
3059 3151 3192
495 2170 3961
1063 1429 3928
1721 2343 3658
171 1512 2058
1222 2203 2498
514 2518 3773
2849 3217 3437
833 1687 2388
2055 3674 4093
390 1081 3706
310 1783 2873
879 1822 3261
1355 1732 3658
378 1772 3354
838 1246 2293
1071 3178 3598
1690 1897 3046
6 1438 1547
2307 3348 3879
969 1656 2243
1057 1900 2619
3405 3869 4085
491 1312 3434
864 1306 1883
1629 3332 3443
169 1337 1480
168 3568 3886
671 3383 3737
77 1020 2734
1943 2657 2727
49 1395 1727
239 875 3452
1497 2400 3722
248 2936 3123
435 1838 2399
116 503 507
145 1875 3422
1548 1750 3920
1328 2057 3903
408 2136 2625
3356 3670 3722
2068 3618 3901
424 1733 2376
708 3022 4049
109 2098 3143
340 639 1561
1853 2549 3830
208 1836 2548
513 2321 2545
436 1585 1826
2993 3600 4022
1446 1933 3862
1458 2741 3592
1448 1643 2316
1065 2602 2863
238 3242 3899
2355 3050 3660
926 2000 2552
2077 2669 3224
1376 3572 3706
2558 2604 3784
336 3086 3195
1624 2260 2859
2258 2811 3373
371 2771 4026
23 1613 3466
244 2276 3025
2210 2793 3496
200 549 593
339 484 767
1443 1699 3896
2748 3076 3761
2549 2795 3222
1388 1953 2492
2034 2485 3686
740 1983 2920
1793 2325 3927
1807 2536 3284
287 2940 3354
990 3192 3661
431 2853 3993
1022 1140 2799
163 573 2964
638 2057 3461
441 539 1544
1290 3825 3987
2184 2304 3832
822 2466 3394
813 1999 3318
1515 2053 3081
2812 2990 3597
787 1700 2889
58 293 533
1216 2369 2599
1707 1840 3322
605 2297 3655
1091 1225 3798
134 617 2326
12 2696 3211
1077 3496 3860
1614 2655 3549
547 2114 2961
226 2434 2817
1659 2501 3466
987 2768 4055
1833 2379 2404
256 2432 3030
348 1851 2988
2298 3557 3622
700 2768 2965
1076 3019 3514
3106 3217 3954
573 2429 3563
240 1288 2167
231 1789 3734
239 1039 2768
358 408 2114
1246 3341 3416
1421 1948 3175
1578 3115 3969
949 1384 2262
2357 2496 2891
2050 2679 3750
442 513 3856
2340 3648 3943
117 654 938
172 1249 3640
1170 2533 3271
419 1311 3839
1460 2591 2939
1828 3412 3743
957 1324 2929
247 812 2145
339 2339 3521
2403 3315 3776
1463 1734 3844
1701 1749 3567
892 2990 3684
945 1729 1887
365 688 3382
536 713 1138
778 1832 2558
2043 3489 3888
27 463 4072
1878 2081 3942
2366 2496 2928
451 2442 3445
1911 3751 4025
2516 2770 3530
567 3619 3985
1053 2775 3199
274 2831 3165
1500 2560 3696
222 1549 1780
1041 2484 2711
1115 2517 3514
1631 3441 3857
305 1168 2715
1108 2424 2990
1256 2401 3543
842 2072 3037
1227 1521 2895
548 1969 3246
142 1082 1952
432 457 2572
336 1336 1341
1241 3057 3910
1911 2898 3624
385 2197 3178
1229 2643 3470
507 1025 1074
46 2587 2684
2503 3039 3095
658 2740 4046
881 3136 3494
624 2249 4089
1226 1396 3559
212 352 947
560 2041 3617
1606 3006 3520
2 547 902
1853 3312 3934
529 598 2403
172 2829 3128
1007 3117 3557
244 1766 2856
794 1560 3020
1037 1208 1841
3386 3672 3870
598 2197 3562
853 1461 2143
1024 2072 3161
10 1726 2241
2 239 2565
845 2287 2531
163 568 952
25 2009 3152
122 2505 3064
246 2349 3029
136 887 3491
1526 3147 3673
665 3167 3258
2180 2869 3148
479 2698 3915
1462 4013 4061
2021 2568 2892
274 546 3817
961 1116 3463
1060 3492 3797
2184 2723 3253
13 885 1098
190 526 733
740 1010 3349
1592 2731 3542
126 1234 3731
137 1072 3697
227 1371 3125
266 2170 2508
1219 1299 3661
1406 1824 4399 5996 6429 6794
2267 3855 5051 6435 7303 7762
767 2699 6981 7073 8153 8166
318 904 2479 2729 2789 2928
1065 3262 3826 4454 7057 7786
378 1174 1330 3263 5230 6259
399 611 3861 4781 6404 7990
2091 3743 3748 4505 5029 5134
5 1791 2440 2580 4234 4549
1266 1313 3984 4208 5068 6104
666 3877 5231 6947 7431 8165
1592 1962 4012 5114 7525 7894
2477 4044 4607 5856 6165 8071
559 1797 3814 5079 7254 8183
652 3340 3801 5367 7822 7893
1879 2811 7032 7340 7518 7960
434 2422 2506 3112 6290 6512
64 1975 2077 2534 2968 4488
2539 4430 4893 5408 6722 7551
672 1869 6257 6307 7231 7535
2823 6392 7025 7067 7508 7826
1104 2318 3487 3652 4536 5427
587 2066 3286 5150 5258 7725
1386 4506 5163 6736 7438 8038
668 2069 5815 6120 6566 7505
1136 4073 4876 5601 6352 8169
2022 3658 3928 3946 7115 7624
738 1167 1403 1450 6984 8116
1245 1329 3156 5626 6105 7782
4330 4338 5221 5414 6238 6313
1015 1813 2110 3022 3819 5227
2865 3120 3151 3871 6567 7156
2280 3207 3474 6724 6891 6919
3145 3419 3493 4783 6939 7042
1223 3521 4789 5039 7029 7838
3341 4079 4881 5063 5276 6838
33 1303 2035 3882 5520 7080
52 728 1045 1141 4700 7707
706 3129 4116 5300 6334 6335
1423 2024 2381 3685 3977 6285
154 917 1201 1388 2412 3629
85 239 595 910 2405 6206
1720 2786 3588 3848 6071 7804
2346 2606 3527 5093 5191 7043
2666 3681 4265 5009 5090 7264
4049 6026 6057 6770 6833 6977
67 2343 6176 6704 6741 8144
2409 3436 3886 7467 7530 7858
272 2152 4012 5609 6176 7400
1097 1152 2529 5143 7739 8003
1146 3844 5670 6869 7069 7181
1100 1754 2353 3170 6479 6690
905 1159 3287 4915 6500 7362
3047 4298 4483 5179 5372 6648
1846 3760 3778 3923 3996 5119
1530 3012 4965 5039 5561 6996
666 3787 4997 5352 7540 7901
541 554 1960 3867 5293 5844
688 930 1217 2911 7314 8065
1176 1407 2414 4832 5465 5523
314 1599 3231 3985 5657 7224
2 1492 5671 5684 7381 7693
1783 2102 4715 5853 7091 7684
1144 1794 2598 2688 5523 6909
601 1671 1723 4308 4702 5948
2946 3716 4942 5611 5854 7078
1330 1536 3998 4516 5599 6669
864 2349 2780 4662 6964 7148
92 997 1950 3708 4864 5706
609 1081 3185 3208 5746 5805
1301 2631 3797 5335 6417 7206
1484 2451 3350 4384 6067 6981
2421 3127 4435 5395 7675 7854
1887 2420 2966 4464 6515 7488
17 1696 3394 5753 6396 7571
78 343 3222 3516 4651 7778
1879 4875 5280 5992 6030 6466
1628 1843 2973 3471 5816 8001
1504 3451 3522 4363 6969 7745
217 670 3697 5267 5652 7877
431 846 921 1758 3113 3119
628 1878 4241 4544 4592 5429
1232 2266 2620 3102 5492 5786
956 2002 2710 4131 6416 7870
596 682 1435 3284 4532 6638
438 709 2169 5543 5544 7404
617 835 1387 4015 5847 6163
366 2444 2928 3801 4211 4370
291 1691 2119 4033 4680 5676
2 1348 1987 2851 4189 5846
456 1604 2329 3615 5452 7827
1005 2481 3021 4458 7744 7887
1207 2985 3648 4532 6337 7834
2335 3124 3971 5524 5866 6127
478 3800 4406 5910 7613 7782
678 3557 5132 5806 6523 7394
482 1189 4440 5712 5769 6427
1820 2875 2943 3478 3902 5212
267 630 3002 3437 6355 6537
624 1209 2258 3941 4498 6606
284 1501 1523 3355 3982 5728
2227 2832 2906 2915 5694 6202
1471 2825 3873 4150 6172 7721
1881 2296 2861 4859 5043 6493
98 1686 2230 4357 5322 7828
553 1265 2606 6775 7554 7675
540 697 2360 2889 7074 7093
395 1564 1753 4146 7091 7263
628 903 2217 2769 4993 6503
552 2149 2162 3306 5972 8017
741 1625 1955 4365 6500 6663
1302 1494 3064 3214 4198 4664
2133 2481 3564 4859 7597 7789
2730 5002 5364 6480 6598 6805
82 208 644 5338 5671 7423
284 446 4652 5293 6355 7113
1808 3221 4591 6384 7157 8008
2159 4480 5290 6188 7803 8098
469 638 3462 4727 4787 6496
1724 2602 3489 6580 7066 7414
121 1770 2343 5075 5428 7332
1480 2151 3661 4887 6731 6743
4452 4638 6763 6795 7236 8170
970 1949 2734 3383 3705 5135
129 417 1096 3078 3497 7268
652 889 2092 2812 3712 6825
635 1963 2089 3167 3410 8187
195 1323 1439 1638 2560 3126
45 1978 3455 4880 7259 7266
1150 1544 2676 3076 3379 6595
153 1212 1517 2049 4342 6645
392 1469 3677 6924 6995 7667
2471 2518 4551 6398 7491 7943
255 2769 3829 6134 6462 7025
1267 1486 5239 6637 7418 8070
47 2463 3016 4844 6963 7500
856 2101 3190 6062 6108 8172
1479 1788 2510 4064 5679 8188
718 1015 1627 3261 5348 7543
1079 1337 3518 5220 5640 6284
1732 1810 2513 4649 5708 7503
760 4141 4691 5235 7664 7741
896 1905 6249 7253 7812 8136
866 1042 4172 5575 5776 6369
738 1892 2596 4682 4916 6062
87 3245 4066 4277 7014 8009
35 162 1284 4290 6039 7349
1022 1425 2739 6625 6727 7081
1363 1617 4200 4290 6147 6174
156 884 1521 2924 4475 4783
2556 3238 3543 3843 4693 6527
56 550 2881 5323 5341 5596
65 486 1279 3058 6801 7803
110 1079 1845 3725 5874 6841
454 1140 1212 1559 4555 6883
4018 4211 5381 5607 6489 7325
4100 5809 6381 7753 7883 7919
2177 3811 4029 4825 5757 6849
2952 3837 3913 4309 5247 6752
423 480 2969 4226 4761 5044
1593 2250 2977 3949 4519 4570
240 689 2415 4659 5677 7682
878 2990 6077 6102 6945 7570
2789 3536 6529 7356 8055 8168
627 822 914 6565 6822 6989
1315 1524 3023 3714 4863 6501
1115 1349 1382 4789 5785 7165
1533 1863 3832 4951 5192 6899
269 2087 2437 2651 7112 7999
1462 2773 3836 5684 5860 7998
344 1116 1589 3083 3885 6830
101 294 1728 4111 4367 7976
478 5678 5709 6152 8099 8156
455 3378 4817 5511 5755 6689
929 2144 2608 4157 5862 6284
2135 3230 5790 6312 6471 6524
1192 3578 4655 4959 6733 7325
114 1989 2193 2804 5258 7255
1044 2393 5201 5497 5768 6514
1440 2611 3725 6178 6261 7686
193 4476 4763 5100 6163 6351
649 859 1549 1725 7573 7708
288 2762 3028 3152 4000 6003
446 5572 6247 6647 6902 7070
680 1289 2378 3433 4883 7186
834 1431 1685 1868 1921 6745
1495 3272 4276 4712 7090 7807
1705 2376 4448 5133 6266 7296
1295 1343 2718 4001 6296 6738
3560 3655 5173 6302 6423 6507
1449 1813 2617 6070 6295 8184
496 807 1342 1448 5589 7570
637 3693 4208 4239 6254 6923
3483 3672 4107 4331 7637 7857
1222 3353 3425 5675 6603 7786
436 3053 3324 5750 6610 6700
2157 3645 4976 5115 5624 6063
2732 3165 4220 5272 6109 6784
1531 1557 2486 3217 3262 5040
861 2355 3202 3337 3630 5822
354 1873 2796 3681 6981 8041
534 713 4902 5949 6162 7601
1053 2259 2264 5422 6863 7589
191 415 1689 2554 4802 5582
1218 1933 2046 4894 4986 5469
1007 4209 4719 5654 6460 7622
1205 2297 3782 3890 5335 6418
2944 3340 4766 5488 6722 6958
2086 3918 4764 6671 7939 8020
992 4477 6948 7141 7669 7709
2452 2667 2944 3116 4865 5905
1398 2027 2349 5191 5820 6047
459 1317 2404 3161 5961 8150
1105 1664 3563 4109 4854 5640
520 2002 2324 4228 4741 5376
1558 1805 3807 4905 5838 5902
1839 2346 3991 4672 5693 6348
812 1402 1882 2057 3585 7056
219 412 801 957 4194 6680
337 1169 1856 2265 2624 6551
2004 4020 4819 4848 6806 7117
502 1884 3079 3847 6548 7704
1103 1447 2425 2852 4000 8126
291 417 3043 3518 5608 6136
236 465 2798 6077 6956 7343
1140 2348 3747 4907 6300 6560
209 2461 4500 6335 6817 8075
810 2192 4768 7506 7866 8189
65 159 1941 4616 7521 7753
2374 2619 4058 6783 7590 7679
1008 2216 6437 6571 7173 7560
1441 2486 5763 5955 6551 8087
1473 1757 3725 6265 6935 7383
832 1242 3921 5513 7334 7357
1354 4671 6175 7294 7540 7935
1604 2146 2462 3391 5874 6790
2031 3274 3387 4770 6050 7801
956 2161 3216 4564 6442 7538
26 932 982 6456 6714 8028
57 4219 7245 8004 8088 8166
1199 2169 2580 4028 7255 8086
1874 1943 4795 5925 6009 6988
3035 3766 3913 4657 5947 6440
1536 2427 2635 2885 5630 5762
2063 5165 6078 6679 8039 8158
43 2802 4191 6390 6916 7209
989 1119 3892 4813 7318 8171
920 2329 3956 3964 7652 8105
4027 5397 5471 5564 5750 8006
2126 2452 2621 2736 3036 7657
959 1500 4698 6632 7437 7629
733 1502 2525 2970 3626 7591
719 1047 2580 2598 3358 7615
1007 1123 2141 2724 3807 7884
1461 1557 2549 3320 6840 7389
111 421 1026 2665 6006 6088
855 3373 6036 6520 6980 8079
1001 2103 5132 5190 6173 7906
2544 2752 4096 4707 5480 5685
687 1371 1701 2967 6446 7222
379 1657 4353 4635 7580 7604
1379 4678 4821 5965 6977 7260
591 1998 4729 5197 6201 6622
3149 3238 4054 5154 5834 7709
579 1011 1535 2671 3018 5405
1404 1482 3158 4724 4940 6037
133 1148 3080 3789 6319 8190
2382 3508 4279 4928 6929 7962
1825 1987 3397 6339 6486 7226
616 756 3500 3757 3817 4713
779 1531 4412 5001 5700 6653
1735 2215 2731 4317 5315 5698
3085 3911 5770 6949 7065 7181
23 2174 3432 4170 4831 5510
420 2488 5523 7372 8124 8179
908 2845 3649 5660 5995 6862
462 3390 3610 4226 5351 6454
163 2354 3662 4213 5732 7759
59 2330 2477 4138 7142 7840
3589 4951 5062 5312 6477 7466
815 1315 2794 3271 6183 7687
821 3067 3371 3402 3925 5499
579 1333 2374 2626 2715 3805
89 1183 3802 4769 5115 6114
4163 5281 5360 6621 7261 7869
265 326 436 3233 5284 7454
1962 2141 3516 5456 5911 7566
223 330 465 517 5814 8051
1883 3219 3241 3302 3441 4393
204 1899 3782 4912 7094 7244
148 2680 4016 7057 7526 7812
186 1409 1992 7288 7385 7793
561 2123 2164 4890 6220 7358
1416 2137 5840 7073 7740 8065
755 1249 3508 3529 4853 5136
2444 4372 4534 5668 5920 6966
468 620 907 3950 5175 5240
1117 2762 3403 4952 6354 7328
1022 1663 2041 4689 5448 6878
3672 3894 5832 6755 6986 7763
499 2293 3774 4572 4823 5109
435 1438 3287 5607 6482 7145
741 2889 2909 3713 4262 6849
2093 2611 4649 4730 5579 6267
3085 5326 5565 6790 7647 7685
480 1424 5469 5595 7904 8130
1625 4132 4946 5075 6463 6544
1175 1251 2787 5475 5595 7071
3102 3795 3965 5510 5990 7569
1312 2391 4203 4487 5438 5477
141 3487 4423 5788 6354 7983
54 1474 2351 4047 6150 7718
194 571 1830 2237 6108 7187
934 1010 1569 2642 5437 7828
1973 2250 5137 6591 6649 7148
781 1294 1713 2653 3895 4555
918 2557 3089 6279 7104 7668
469 871 1362 2829 4705 4747
173 1355 6130 7164 7212 7800
2240 4873 5257 5918 6385 6502
659 819 2299 5219 7587 7708
165 1026 1726 4423 5529 7422
246 2266 2500 4454 4505 4795
113 1527 1674 1722 1922 7486
986 1038 1585 2008 3751 7790
549 836 1638 4833 5986 6056
3502 3763 3874 5105 5737 7304
1176 1494 2432 2777 2953 4660
2307 4130 4767 5552 6776 7380
817 1359 3482 4400 6283 6846
3440 6246 6297 6359 7201 7522
648 2027 2601 3469 5029 7881
588 882 1592 5071 5378 6355
1877 3206 4642 5476 7331 7398
237 729 1060 1609 7098 7939
713 2050 3046 3951 6138 6875
338 1811 3029 3494 8034 8138
565 3102 3169 5864 6702 7254
105 351 1040 3992 4886 5093
1323 1693 5938 7602 8042 8106
573 2338 4213 5165 7634 8018
1241 3864 5142 5391 7042 7444
1473 2635 2954 4407 4681 6436
457 872 2812 4080 4945 6123
99 298 519 4801 6542 6738
525 2948 5217 5407 6122 6492
2514 2951 6168 6258 6310 7028
475 1364 2479 3954 4883 4980
606 4395 4617 4729 5291 8080
502 1228 1679 2222 3687 4985
2844 3414 3552 5753 6387 7353
2316 2779 2976 3332 4035 7751
464 2020 2941 6737 7322 8150
4962 5324 5506 5640 6020 7296
1296 1311 1402 1572 2705 6348
202 1870 2892 3959 4090 6901
2432 2792 3574 3593 4098 6219
1530 1812 2474 3608 3958 4822
3910 5487 6616 7746 7877 8089
1148 2245 2998 3404 7232 7625
76 684 1506 2683 2798 7137
553 3581 3792 5574 7051 7139
1341 1801 2507 2972 5123 5836
3456 3613 4066 5582 6822 7082
438 452 915 4489 5500 5850
1017 1386 3752 4439 4776 8112
336 1126 2039 2666 6010 6229
855 3474 4824 5789 6483 6540
1639 1767 1862 3139 3922 7774
1289 2309 2471 3804 7125 7824
2664 3364 3804 4366 7432 7849
345 707 2213 2787 4666 8037
1698 2833 3429 4232 5217 7658
15 987 1053 1382 2302 4005
88 1667 1677 2985 3480 3870
292 998 1021 1972 2199 7755
31 978 3149 3853 5600 6466
824 2283 3010 3266 4596 5012
2882 6065 6365 7103 7917 7986
722 866 1895 3609 4085 5043
641 1139 3262 3813 6919 7009
277 1757 1778 6720 6922 6975
1253 1334 2681 2762 4337 7028
110 231 1838 1910 2354 3640
708 1341 2527 2726 2849 5677
2402 4530 5450 5583 7273 8141
279 479 2585 4479 6933 7645
787 1053 2902 3563 4122 7967
2279 2885 2971 3832 5466 7907
1921 3307 5793 6660 6859 7947
1184 3978 5184 7039 7116 7982
1561 2288 2487 3957 4841 6761
1155 3748 3969 4174 5562 6028
1626 2573 2719 4309 4561 5747
135 1268 2008 4777 6111 6457
1792 4837 5660 6112 6174 6852
215 1588 2341 4537 6601 6910
1456 2939 3935 5997 6847 6982
2618 3129 3212 3373 3635 3756
394 1524 4413 4620 4959 4985
758 924 1393 2044 5975 7584
292 1235 2857 5984 7509 7864
1108 2738 2996 5391 6928 7537
780 1503 1868 3190 5987 6544
128 912 3699 4371 7266 7848
671 889 2042 5912 6363 6545
304 1708 1721 2407 5434 6926
1125 1490 3321 4065 4870 4929
302 2326 5755 6534 8012 8089
2946 2998 5520 6678 7040 7969
499 1236 2674 3401 3949 4109
255 1293 1343 4786 5611 6420
1365 1837 1905 2445 2455 6578
270 4331 5122 5661 6448 6879
650 1020 4507 4879 4925 6627
1465 1902 2160 5242 5628 7873
890 1915 2263 6551 7206 7440
84 3024 3709 4738 6643 7147
1833 3128 4684 6050 7121 7818
3617 4999 6657 6940 7212 8101
1741 4718 4966 5827 7356 7513
523 677 1547 1738 6729 7194
531 1774 4679 4685 6322 7273
1220 2188 5156 5688 5689 7196
4143 4800 4816 5888 5974 8015
247 3509 3808 4033 5355 7332
437 687 3111 3929 6017 6906
352 604 1280 4563 6484 7135
1520 3593 3732 4125 5557 6087
1899 2796 3400 3968 3989 5052
2005 2578 3033 3125 4836 5365
1887 3216 3915 6046 6897 8053
492 3859 4271 6503 7115 8137
1457 1952 2954 3799 5672 6657
177 331 2374 2983 4477 6650
3197 3953 4003 4024 6992 8007
1277 1781 2943 6182 6242 8022
930 2934 4413 4765 5286 5308
764 1800 2608 4552 5782 6657
521 1100 1346 2271 4634 7343
1862 3094 4891 5963 7575 7673
1206 3531 3706 4474 5104 8057
922 4524 4715 6613 6692 8096
1072 2386 2596 2997 4406 4688
425 824 2018 2298 4156 4953
2449 3565 3575 6863 7357 7608
88 705 1399 2020 3396 3584
3701 4094 4301 5036 6097 7369
991 1404 2241 2248 5678 7704
1293 1775 2622 3116 4764 5731
1107 2431 2769 2878 5358 5374
3493 5431 6379 7592 7694 8119
1293 4686 6078 6257 7453 7585
763 869 2647 3433 3672 6005
1122 1627 3942 4810 5597 6639
949 953 1074 3168 5711 7595
599 1086 3210 6819 7023 7361
1433 2575 3541 3607 5756 8137
1014 1976 3191 3462 5819 7960
2830 3457 4351 4511 7581 7611
867 1726 4765 5776 6763 7813
432 2465 3276 3718 5631 6086
447 4378 5442 5796 6620 7059
2494 3617 4682 6040 7218 8116
1274 3774 4362 4931 5719 7484
1024 2328 4353 5119 6547 7055
1919 2093 4513 4534 4590 6764
847 2988 4698 4786 5117 7501
1611 3128 3989 5809 5854 6249
1600 2206 2291 3211 3534 6525
2321 3669 3853 4430 5655 6103
990 2433 4596 4739 5301 7305
73 94 694 894 4179 5569
763 1679 2700 2876 5714 5764
544 1080 3425 6402 7317 7613
768 933 3496 3968 7301 7853
2062 2522 2720 3103 6516 7710
1824 1872 2729 2898 5481 7837
18 4111 5782 7201 7283 7323
1401 3901 4897 5043 6824 8176
1114 1567 4832 5448 5963 6694
1204 2838 5530 6010 7048 7618
1451 1727 2198 3048 4121 4167
482 2251 3429 4228 4444 4635
127 429 1223 1375 6585 8042
58 1441 2818 3235 7048 7824
1923 2437 3945 4281 5025 6092
473 710 2214 5484 6138 7380
2134 2648 4484 5269 5449 6696
2246 2754 3158 4641 5492 7444
2800 3256 3885 4483 5078 7441
3050 3504 3854 4118 4515 7995
2538 2708 4485 4722 5765 6132
960 1357 2512 3614 5962 6409
1037 1691 2763 4264 4294 4614
2893 4445 4997 6486 7420 7973
210 539 1374 1429 2858 3289
1412 2291 4537 4928 5997 6039
3403 3513 6596 6878 7099 7456
272 1840 3811 5123 6135 6617
1656 3302 5255 6877 7413 7945
773 914 1598 3156 5231 6341
1621 3349 3567 4227 6673 7805
48 3032 4862 5787 7667 8008
828 1583 3852 4210 4529 6058
126 2055 4292 6086 6668 7302
273 2622 3353 6102 7035 7901
964 5618 7409 7890 8008 8143
1861 3196 3618 4163 4802 6735
949 1081 2884 3976 5190 7576
419 3558 3763 4452 5342 7647
1143 2134 3634 3768 4778 6052
2288 4097 5526 6253 6891 7765
4561 4915 6083 6452 8021 8096
399 1400 4856 5092 6199 7978
1788 3603 4311 4755 5218 5882
2550 3175 5370 6504 6670 7130
301 402 1424 3575 4230 7368
357 567 1534 3348 3895 6825
360 2053 3908 4183 4546 5622
856 2630 5953 6468 7145 7942
1442 1455 3823 4981 7001 7677
963 1065 2745 3118 3636 6151
3146 3246 3531 6320 7235 7282
2546 5504 5513 6544 6628 7528
1511 2871 3276 4583 4585 5808
62 1589 4107 4410 4746 8184
805 3067 3999 4771 6514 7953
79 160 3418 3944 4374 5974
2906 3688 6370 6520 6914 8155
626 1211 4321 4692 4868 7607
1630 3865 4261 4790 6400 6635
1023 1358 2758 3568 3959 7585
530 4076 6212 6353 7859 8065
913 1180 1570 2290 4017 5424
205 283 1039 3467 7602 7649
582 1605 3917 5548 6654 8113
892 2126 2393 2482 5357 6763
1034 1220 2352 7312 7367 7815
2813 3055 3532 3586 4358 8057
333 777 875 4501 7505 7885
1230 1602 4246 4799 6363 7882
1120 2048 3653 4339 7471 7735
229 2586 3450 4415 5159 5406
223 2057 3442 4137 6968 7040
12 479 735 1670 3366 5054
1320 3670 4393 6226 6456 8179
2456 3771 7730 7942 8074 8153
854 1283 1564 2171 5383 8135
279 684 1243 4314 5482 8041
2856 3883 4173 6857 7231 7489
1086 1988 3070 4863 5370 5889
688 2043 5920 6256 6738 7417
264 1702 3303 3806 4992 7900
2741 4039 4579 5138 6905 7045
1518 1817 2589 3081 4070 6474
1740 2839 3374 5180 7057 7459
602 1478 3193 5086 7101 7648
1244 1714 2099 4349 4446 6057
588 824 2938 3082 7106 7308
497 1607 2016 2086 6559 8151
540 1958 2900 5870 6421 7051
144 1142 2999 5307 7054 7600
1813 3492 4037 4272 6304 7226
2522 2555 4233 4611 5419 6055
551 2269 2548 3674 4647 5178
242 1971 2809 3203 3511 4974
654 2148 2320 4909 5899 8122
224 1514 1623 6344 6683 8168
1957 2254 2306 3009 3679 5153
211 2281 2752 4438 4815 5695
573 2393 2924 3147 6323 7219
570 1248 4740 5051 6776 7950
158 2344 5187 7948 8055 8085
1450 3358 5524 6042 7539 7656
481 1410 5519 6086 6142 7324
418 615 3068 5438 6227 7247
368 1901 2606 3665 4151 5885
507 2772 5287 5472 6695 6877
444 1295 3992 4114 4913 7113
103 522 1033 3499 4613 7250
34 349 1358 1391 1443 2197
651 1244 3194 3658 5169 5697
2541 5294 5854 6195 6621 7468
512 2409 2587 5360 5742 6396
623 797 2543 4603 5309 7004
432 1202 2268 3046 5870 6873
2076 3760 4314 4694 5979 7081
1118 1793 2720 3137 5330 7225
312 947 2446 2899 4160 4875
1083 2597 3140 3894 5197 5667
225 2173 3868 5662 7171 7867
1503 2640 2925 4167 6260 6966
