4096 2048
206 785 1255
184 869 1438
847 1305 1492
141 1694 1928
1269 1915 2019
181 1749 2032
931 935 1372
175 200 1989
49 1293 1898
140 1253 1904
289 549 1059
1194 1336 1584
365 766 1720
162 472 1065
6 688 1328
682 820 942
318 1244 1868
539 741 1577
270 755 827
30 504 1131
686 1061 1815
676 1198 1579
735 895 2041
447 1070 1562
290 417 1832
432 984 1550
1165 1166 1949
210 389 1533
280 463 1614
13 127 131
193 361 879
515 650 1290
754 857 1056
80 437 1575
893 1641 2007
593 734 1296
581 855 1280
29 634 2046
1260 1278 1774
381 420 637
1051 1458 1781
19 587 1152
513 554 1099
264 761 1762
120 230 1622
546 1161 2047
55 1128 1270
405 634 690
614 856 1897
367 1599 1624
349 914 989
6 1011 1814
728 828 903
58 771 1910
746 756 1707
351 1314 1902
99 1057 1687
548 1297 1879
725 1245 1537
10 284 1506
175 737 968
1357 1579 1797
1191 1327 1984
767 1597 1808
92 290 661
74 1186 1435
747 1606 1622
374 419 1747
490 608 707
153 1146 1635
810 988 1269
928 1203 1960
82 530 1425
471 539 1024
296 1444 1785
1421 1486 1904
0 980 1528
26 257 1763
388 1290 1763
161 1385 1680
167 547 892
701 1385 1987
815 1069 1583
733 1487 1715
387 441 1373
959 1482 1946
1656 1703 1957
541 1017 1267
648 681 1685
595 945 1666
288 1356 1529
221 686 2011
39 1343 1536
707 1475 1860
56 215 1927
1212 1497 1561
284 1091 1577
1268 1586 1790
732 1714 1955
798 1195 1255
936 1632 1658
867 1057 1422
654 1324 1929
802 1415 1481
625 635 1592
367 753 1247
907 1471 1800
117 878 1293
359 913 926
717 1299 1415
125 1184 1397
120 861 1069
633 1817 2034
1140 1334 1737
275 1344 1623
59 586 1421
1403 1617 1882
560 1503 1655
987 1431 1563
1022 1257 1412
573 677 1806
182 1344 1579
639 643 1191
49 234 600
231 397 982
287 298 784
1112 1505 1831
283 451 714
796 1110 1521
1324 1416 1653
32 96 1851
295 574 1618
16 337 1954
278 595 1553
638 831 1032
928 971 1552
63 1189 1468
745 1123 1858
198 529 544
444 771 1023
543 1235 1330
476 889 1829
151 506 910
408 585 1911
1661 1731 1940
135 631 1029
1486 1600 1975
196 1220 1761
134 400 1437
668 1158 1527
1151 1222 1824
542 566 742
1037 1178 1882
90 1005 1686
143 1371 1718
252 902 1728
1459 1590 1871
368 435 1301
288 1304 1526
94 584 957
409 779 1759
578 820 944
576 1030 1556
557 1756 2021
125 1355 1672
752 1345 1787
790 1219 1657
884 1211 1873
73 633 1583
144 303 1590
25 1159 1509
360 767 1095
221 887 1456
433 1245 1466
127 1656 1769
1125 1682 1880
23 410 2025
132 537 1238
928 1606 1765
469 1003 1190
566 697 1772
266 356 1241
1003 1127 1341
658 894 1382
377 1542 1555
64 745 847
174 913 1908
836 1262 1795
358 1633 2001
423 1264 1702
683 1140 1657
598 1232 1525
93 699 1377
705 1224 1385
204 344 1833
593 1062 1613
786 816 2047
954 1534 1911
164 1010 1993
240 733 1520
741 1749 1954
48 382 1442
79 381 1915
267 313 1082
16 307 586
251 264 582
856 1025 1167
1106 1558 1877
187 1115 1305
182 1302 1927
103 693 1682
1399 1576 1828
437 704 1806
197 1874 2041
318 525 1273
759 853 921
183 1671 1888
33 926 1105
998 1054 1880
268 1389 1585
282 1441 1686
388 425 763
696 1823 1920
298 321 358
142 1380 1641
287 1197 1636
212 714 1337
960 1618 1738
616 723 2001
762 1762 1798
610 1197 1546
701 929 1180
324 1660 1833
1141 1500 1665
267 793 1362
100 350 1573
947 1703 1913
912 1051 1067
296 620 1701
705 1815 1986
692 1038 1912
1654 1664 1975
253 877 1402
127 391 1510
897 1166 1695
461 747 830
456 803 1394
447 663 1109
242 374 1851
167 965 1960
128 1223 1659
258 417 832
281 549 1691
160 680 792
268 660 856
154 561 1429
327 518 1973
1439 1600 1652
99 281 815
2 391 1189
770 1465 1502
378 1540 1594
26 739 958
454 1581 1681
19 586 1585
455 1071 1193
153 302 1644
5 618 1067
402 692 1424
887 965 985
159 300 912
173 679 894
1364 1557 1894
1001 1737 1796
106 301 1842
749 1326 1836
13 28 641
1437 1491 1959
424 602 1130
336 1772 1929
730 841 857
917 1220 1635
69 268 905
130 459 1881
896 901 1109
1329 1710 1899
979 1465 1513
171 499 1429
8 624 1985
413 1279 1537
1444 1826 1850
667 794 1541
807 956 973
84 891 1737
583 1731 1759
267 429 1923
1440 1494 1964
177 822 1840
9 649 1562
802 966 2000
458 1559 1722
981 1313 1823
5 398 1534
1385 1579 1859
742 775 2039
398 524 736
605 1271 1882
596 907 1012
482 1507 2003
156 905 982
28 277 548
88 741 1054
7 37 1082
227 1076 1302
519 682 986
100 914 1655
121 766 1000
786 976 1487
341 828 1134
729 1264 1993
1049 1097 1194
94 602 1272
865 1527 1812
672 1093 1214
85 1848 2006
278 1158 1798
316 352 1941
253 1850 1971
532 562 649
315 1002 1755
373 911 1526
1352 1541 1943
67 1158 1926
912 1250 1342
1610 1627 2044
305 335 986
294 313 837
362 594 1963
305 451 1897
200 246 1081
648 1049 1582
458 1531 1993
812 1125 1728
166 363 1935
44 772 939
391 783 1909
308 1077 1683
611 768 1381
25 182 198
1170 1778 1847
625 1912 2022
193 1897 1966
6 1662 1827
303 1373 1511
9 887 1517
20 91 427
284 1335 1425
1001 1249 1779
166 555 1776
437 945 1449
892 1541 1797
107 556 1875
37 260 1690
413 1757 2031
124 958 993
673 707 1285
62 419 464
477 646 1623
168 673 1274
147 687 1545
115 254 812
1028 1111 1865
982 1518 1693
342 1094 1397
801 984 1645
688 808 1470
116 407 1774
625 787 1179
466 1375 1479
1135 1323 1774
213 698 1058
46 1481 1682
171 468 1628
201 1560 1681
559 827 957
700 898 1638
1148 1261 2027
412 839 1987
401 974 1522 2751 3025 3784
673 1803 2312 2714 3009 3474
806 1266 1545 1740 1779 3967
670 1191 2958 3104 3179 3387
1261 2205 2624 2835 2859 3471
478 582 1801 3163 3975 4010
2265 2767 2816 3722 3759 4060
314 762 1685 1773 3443 4020
341 818 1377 1716 1751 3996
578 763 1297 1537 4006 4062
57 227 907 1764 3266 3767
572 1511 2046 2791 3216 3244
617 1428 2117 3095 3187 3314
502 2044 2724 3217 3737 3984
443 585 1807 2753 3279 3366
70 1100 1456 1704 1942 3586
1848 2117 2361 2818 3840 3912
613 668 1275 2022 2387 3430
45 649 1116 1525 1797 2342
820 1407 1880 2287 3749 3972
711 1308 1875 2617 2997 4063
639 1164 1578 2017 2580 2932
213 703 1702 1749 2631 2640
918 1284 1896 2033 3638 3884
380 533 677 1809 2061 2978
945 1479 2137 3052 3878 4056
1170 1829 2125 3607 3785 3970
144 246 360 1521 1758 2880
1744 2136 2357 2897 3984 4018
1647 1818 2615 2878 3295 3745
848 1007 1089 1970 3043 3727
378 570 1423 1567 2956 3472
748 1059 1638 2734 3692 3838
59 1136 1602 2317 2537 3925
649 1794 2073 2495 3264 3608
61 388 729 1719 3193 3411
307 846 2128 3252 3371 3552
740 982 2455 3514 4020 4070
342 462 784 1818 2792 3408
349 1548 3130 3281 3414 3800
363 425 1286 1489 2539 3053
4 1288 1915 3366 3486 3551
441 794 2784 3132 3187 3488
520 675 1841 2056 2308 3535
73 187 534 1684 3268 4052
422 481 1298 1471 1704 2191
647 978 1532 1548 1912 4089
819 1774 2750 3047 3455 3587
884 1379 1581 2826 3328 3909
797 1991 2071 2216 3716 3831
681 1457 1946 2118 2405 2630
302 1854 2092 2438 2886 3661
13 321 1656 2658 2934 3686
22 459 1304 2543 2814 2960
1291 1847 2351 2698 2743 2948
172 872 2479 2735 3035 3754
505 699 1403 2741 3346 3802
10 851 2025 2263 3125 3478
9 333 1443 1451 2428 3761
145 718 902 1407 2045 3823
401 454 1677 2263 2463 3360
291 630 1113 1635 2805 2856
482 619 1356 2452 3131 4074
862 1421 2222 2519 3294 3844
167 696 955 1029 3108 3893
24 405 1695 2466 2820 3251
364 612 837 2012 2029 3648
604 1790 1908 2271 2492 4040
165 462 741 2293 2306 2945
91 581 667 2023 3404 3990
493 1136 1332 2679 3017 3246
133 439 764 936 3018 3443
589 842 1139 1667 1810 3310
328 1391 1867 1959 2330 3876
1318 2930 2970 3224 3477 3773
107 254 1754 1883 2355 3501
1110 2438 2552 2616 3066 3364
178 1285 1696 2731 3434 3615
1004 1557 1767 1797 3124 3540
1490 1803 2354 2395 3628 3910
482 1213 1870 3592 3668 3741
715 1056 1618 1763 3117 3204
554 562 651 969 1735 3780
548 749 1675 2152 3514 3630
259 1737 1843 2694 3310 4001
109 1314 2039 3317 3602 4032
839 1530 2036 2431 3147 3159
1658 1842 1999 2182 2643 2952
88 1004 1628 3142 3695 4019
298 815 1066 1148 1157 2691
27 525 914 1350 3093 3861
486 1421 2393 3081 3352 4063
1391 2992 3055 3197 3389 3772
314 540 1166 2270 2906 3900
1313 1477 3648 3654 3867 4029
74 1412 2353 2692 3094 3323
955 1260 1793 1935 2876 3838
612 741 1884 2948 3109 3465
35 393 1643 3056 3382 3633
473 870 1777 2292 3764 3966
20 331 1949 3413 3943 4023
323 813 1842 2068 2291 3681
651 953 2386 3132 3472 3691
125 1357 1682 2270 2852 3918
902 1936 2190 3167 3363 3487
302 856 1429 2294 2968 3014
1420 1694 1932 2679 3442 3982
423 1533 2653 3061 3115 4069
493 744 1769 2316 2426 3212
13 1676 2348 2474 2870 3318
66 249 1876 2204 2494 2809
15 76 1076 1516 1947 2900
621 1019 1237 1282 1943 3420
802 1135 1603 2501 2764 3377
453 977 2139 2854 3333 3553
476 1631 1986 3495 3633 4078
75 679 996 3370 3620 4084
191 1008 2141 2450 3662 3815
633 961 1288 1365 1868 2168
760 2554 2663 2688 2770 2805
162 1746 2277 3108 3752 3819
1512 2385 3360 3379 3546 4024
734 1434 1627 1756 2242 3148
90 201 725 2250 2770 3201
208 436 692 1419 2899 4072
653 1985 2470 3077 3818 3872
237 406 932 1128 2330 3430
377 2362 2545 3737 3882 3951
178 565 638 3468 3677 3958
417 1117 1973 2443 2644 2978
1745 2116 2430 2510 3699 3991
570 1380 2677 3221 3636 3737
49 1230 1864 2661 2703 3885
669 934 1748 1971 2261 2894
1351 1386 1815 2767 3424 3856
438 714 1838 3130 3535 3853
1119 1960 2243 2688 2902 3095
337 2015 2064 2332 2681 3410
253 620 835 964 1955 2699
407 876 957 3255 3445 3594
999 1887 2651 3370 3565 3717
1139 1839 3031 3164 3274 3711
43 1454 2472 3175 3613 3932
83 1256 1572 1643 3232 3862
933 2327 2550 2709 3090 3877
471 1140 1702 2533 2671 3500
112 522 2038 2130 2401 2684
60 1587 1813 2375 3368 4077
1406 1688 1746 1751 2757 3001
160 1104 2481 3043 3452 3696
253 1984 2380 2629 2957 3539
222 365 1041 1870 2412 3850
149 1435 1481 1597 1770 3186
275 343 539 1584 3777 3974
1129 1142 1711 2363 3052 3963
283 668 988 1086 1981 3618
474 518 1425 3189 3237 4017
543 1367 2282 2305 2840 3098
1130 1360 1476 2311 2476 3561
298 637 1102 2046 3036 3978
55 1143 2024 2127 2390 3961
119 337 593 657 3218 3787
116 390 464 1467 2627 3721
425 458 578 1022 2575 3511
1796 2164 2276 2629 3046 3906
79 496 2192 2911 3072 3435
921 1442 1881 3701 4051 4066
282 2334 3308 3503 3788 3957
402 466 855 1924 2203 4076
520 1563 1744 1984 2621 3022
19 330 1914 2054 3195 3402
626 1284 2613 3539 3995 4090
1331 1626 2322 2371 3114 3425
499 1358 2466 3539 3629 3979
13 1766 1981 3141 3689 3894
826 1120 1204 1717 3715 3768
1379 1608 1679 2227 3270 3664
8 917 1308 1570 2083 4005
1172 1369 1806 2103 3314 3587
318 389 730 1962 2640 3383
84 836 1452 2461 2762 3581
350 1305 1623 3303 3594 3713
1693 2009 2156 3829 3917 4056
935 1687 2521 2941 3265 3924
808 836 2095 2822 3006 3709
3 468 591 1316 3183 3359
1123 2028 2736 2939 3149 3325
1402 1939 2235 3020 3387 3916
205 819 1030 1055 1294 1493
386 844 1299 2088 2724 3381
524 692 1272 2784 3149 3327
582 937 2449 3328 3419 3625
251 842 849 2105 2667 3163
298 688 3180 3521 3738 4059
1096 1866 2381 2901 2934 3284
942 966 2614 3011 3385 3559
103 916 1271 1607 3584 3855
1179 2471 2502 2923 3543 3921
1050 1438 1726 2904 3846 4056
785 905 1960 2041 3057 3518
85 277 420 1295 3715 4047
1340 1692 1740 2682 2835 4091
73 1606 1709 2670 2772 2973
398 442 1183 1371 1715 2896
709 763 2590 3309 3442 3902
20 261 944 1807 2470 3396
177 1506 2163 2322 2740 3708
641 1019 1384 1630 2366 3412
445 938 1014 1287 1903 2893
377 795 969 1834 2766 2951
1716 1909 2253 2286 2794 3735
870 1749 2173 2238 2267 2325
0 548 931 1873 3399 3934
708 2062 2900 2979 3603 4088
58 2006 2339 2487 2882 3237
1071 1279 2086 2292 2705 3802
108 887 1501 2053 3026 3495
57 635 1411 1707 1800 3690
335 1554 2549 2664 2747 3324
79 1484 1583 3153 3249 3491
234 256 2226 3105 3154 3525
945 1260 2323 3228 3799 3880
153 661 1020 1674 1848 2051
514 2050 2257 2442 2583 3213
661 1429 1839 3400 3423 3690
143 255 1168 2498 3218 3683
198 364 1127 1729 2103 3166
1146 1502 2645 2983 3077 4021
299 317 420 1572 2464 3414
622 1115 1208 1540 3130 3554
47 262 682 1922 2746 3752
133 183 596 3331 3635 3832
91 731 1091 2175 2189 3383
376 392 756 1270 2264 2997
1105 2026 2418 3037 3362 3831
141 1689 2344 3161 3411 3631
66 1077 2047 2260 2262 3153
134 949 1184 2360 2499 2950
1362 2217 2936 3315 3329 3492
274 488 2429 2508 2933 3303
236 278 428 1018 2786 3907
163 258 1161 1362 1363 3355
1408 1668 2090 2748 3634 3956
534 1356 2949 3009 3124 3625
142 409 711 1084 1200 1311
351 866 1173 2360 2664 2792
250 739 2183 2362 2697 4047
197 1466 2034 2186 2411 3559
950 1494 2233 2318 2528 3257
103 663 940 2439 2601 3342
396 1074 1296 2111 2173 2538
1275 1431 1778 1882 1937 3913
502 615 653 2180 3527 3863
616 1921 2382 2610 3950 4035
796 1277 1603 2074 2837 4078
485 1291 1923 3087 3431 3445
894 1112 1134 1256 2416 3063
1221 1373 1833 2955 3338 3785
1145 1340 1941 2225 2838 3959
342 447 474 2191 2253 2851
674 1653 2072 2297 3060 4070
320 761 2465 2996 3250 3490
68 135 592 2256 2976 3226
1154 2158 2238 3062 3312 3347
948 964 2497 3367 3751 3913
798 1382 1419 2601 3482 3610
719 2428 3061 3094 3135 3889
213 544 3580 3911 3942 4003
1789 2249 2489 3927 3962 3990
215 2182 2482 2662 3438 3697
1276 2341 3356 3399 3451 3726
503 743 2424 2710 3381 3577
520 731 1258 1494 2286 2491
670 944 1461 2128 3197 3477
2111 2826 3058 3194 3327 3576
1105 1758 2012 2097 2694 3822
201 285 500 1692 1858 3443
557 650 1297 1534 3702 4018
42 165 3293 3675 3841 4033
736 1128 1817 2265 3156 3407
723 934 1938 2862 3549 3736
772 1800 2298 2727 3960 3966
174 283 1588 2130 2575 3928
294 2209 2690 3106 3107 3835
1590 2229 3064 3767 3804 4064
308 1264 2232 2345 2652 2943
230 990 1021 1587 2313 2369
501 738 1469 2587 3833 3933
71 536 864 1118 3798 3866
611 739 1362 2083 2302 3718
1006 2165 2320 2958 3732 3772
1450 1660 2704 2983 3598 3626
559 1405 1470 1927 2174 2588
354 573 1205 1676 1935 3383
1148 1423 1947 2864 3048 4044
154 2121 2778 3192 3248 3839
189 1448 2888 3246 3782 3946
1778 2278 2395 2775 3608 3678
173 383 3127 3512 3833 3931
678 682 831 989 2994 3581
513 861 1346 2566 2630 3978
834 1090 1327 2638 3607 3982
417 1509 2027 2043 3646 3974
130 655 837 1119 3877 4061
199 1145 2162 2314 2730 3140
632 2181 3217 3442 4043 4046
1647 2331 2374 2741 3042 3448
1138 1242 1352 3451 3674 3912
76 349 385 1970 3042 4054
1245 1795 1953 1997 2567 3451
1039 1330 1453 1539 2924 3574
55 359 1671 2125 3015 3085
407 1174 2568 3126 3487 3571
44 332 450 3116 3911 4044
516 1860 2441 2451 2710 3479
1196 1500 2390 2489 3502 4037
1413 2539 2969 2972 3011 4034
432 886 890 1010 1252 1613
290 347 2607 2993 3724 3922
778 1434 1888 2548 3069 3687
648 957 1828 2367 3343 3632
357 1549 1585 1903 2885 3931
858 1556 2291 2356 2450 3629
844 1074 1503 1895 2716 3201
1402 2132 3110 3288 3664 3940
571 827 1628 1686 2649 3306
119 1573 1982 2334 2389 3119
602 2051 2614 2819 2882 3964
984 990 2311 3122 3392 3393
279 607 885 895 1175 3055
331 479 1685 1974 2942 3422
121 362 1332 2493 3253 3261
408 939 1717 2076 2150 3437
581 680 716 802 2070 2477
166 480 1078 1210 1320 1376
149 994 1774 1972 2868 4043
340 604 1088 2131 3439 3987
65 898 1089 2870 3082 3840
502 1274 1666 1942 2591 3548
404 1387 2261 2869 3008 3652
89 1826 2175 2883 3069 3645
576 710 2632 3588 3654 4026
826 1539 2953 3570 3692 4081
171 1221 2515 2901 3242 3531
2012 2410 2514 2832 3632 3902
171 295 1160 1527 1554 2788
825 855 1199 1215 2872 3348
37 174 268 1511 2115 2814
384 814 1197 1366 1703 2541
392 1103 3214 3342 3390 3758
322 1217 1959 3509 3625 3943
538 1667 2689 2786 2934 3763
560 970 1919 2978 3544 4034
755 1510 1682 1765 2137 3409
252 552 666 1218 2488 2820
642 981 2203 2347 2372 2689
829 1770 2131 2683 3317 3889
695 1474 2331 2496 3178 3246
903 945 1395 3439 3896 3931
1381 1543 1984 2051 3402 3816
118 962 2360 2857 2953 3879
396 956 1468 2209 3700 3738
1485 1568 1755 2454 3544 4045
0 2084 2641 3044 3119 4051
186 393 455 2779 3036 3348
2298 2620 2733 2789 3309 3720
34 94 120 593 3267 3552
789 1605 1947 3688 3757 3813
46 472 1969 2240 2737 3865
47 714 1003 1817 2453 2763
185 1023 1450 2146 2769 3679
178 183 196 1190 2039 3070
894 1106 1459 2569 3066 3276
987 1424 1520 1808 3575 4038
430 1894 2905 3243 3775 3956
628 807 843 1320 2662 2954
1468 1833 2167 2950 3285 3354
988 1203 2028 2510 2603 3892
1129 2396 2602 2759 3643 3969
25 103 415 536 2598 2807
1211 1645 1675 2171 2919 3284
712 879 2648 3282 3747 3910
730 1262 2009 3005 3527 3909
558 975 2167 2274 3096 3586
622 888 1437 1680 2565 3543
193 583 1355 2037 3071 3136
1718 2008 2435 2947 3565 3617
859 1309 1345 1670 2110 3792
284 1015 1088 2737 3786 3929
106 2137 2561 2713 2781 3735
151 176 577 625 1009 1985
247 2159 2251 3951 3967 4053
581 1132 2328 2361 2845 3636
403 2122 2500 2672 2911 2988
1073 1556 2848 3058 3435 3630
159 541 559 2787 3146 3155
299 471 732 2353 3244 3683
1393 1675 2145 2612 3450 3832
121 834 2210 2658 4010 4013
1250 1553 3065 3152 3671 3676
265 428 1032 1190 2674 3856
531 1058 1351 2589 2702 3370
388 719 1889 2190 2749 3976
157 420 676 1075 1118 3459
12 1363 2316 2485 3056 3395
71 487 1599 2556 3341 3755
94 1198 1570 1998 2276 2348
1101 1862 2420 2828 3300 4084
697 2494 2967 2993 3108 3851
38 1439 1690 3091 3568 3868
649 1062 1650 2025 3067 3884
86 202 1490 1978 2282 2869
755 1590 2042 2341 3210 4095
1409 1708 1864 2215 3997 4071
119 328 1507 1560 2761 2791
796 1097 1350 1776 2797 3627
293 346 1048 1176 2715 3091
684 2633 2887 3331 3732 3959
339 1094 1224 1418 2061 2712
227 2452 2935 3572 3775 4074
331 671 1531 2386 2490 3747
303 1883 2029 2470 2634 3515
2048 2469 2540 2625 3362 3459
1100 2031 2132 3420 3547 3897
315 558 3025 3122 3137 3986
301 658 1073 1624 3384 3929
1081 1319 1780 1791 1831 2732
821 1067 1165 1176 3591 4063
102 584 1447 1646 2148 3447
1722 1909 2110 2245 3690 4003
299 384 1207 1209 2263 3272
1117 1456 1528 2394 2576 3702
681 2033 2547 2812 3258 3733
1257 1331 1857 2169 2729 3881
111 471 1500 1511 1696 3564
993 1519 2577 2598 3579 3865
1244 1623 1759 1903 2021 2652
1096 1392 3598 3741 3920 4067
37 1063 1074 1642 1999 2259
457 1236 1344 1841 2242 2271
418 743 1316 1452 1844 2546
222 2739 3268 3490 3562 3792
94 1336 1422 1789 2552 2840
340 669 1644 1971 3125 3145
175 646 769 1187 1237 3847
659 1265 2941 3140 3242 3575
7 501 749 849 1194 3465
1553 1783 1901 3162 3731 3955
57 822 1672 1834 2936 3365
766 1077 2556 3101 3290 3330
925 1712 2058 2384 2682 3121
526 1861 2269 3330 3835 4046
190 1278 2029 2431 2703 3522
2 914 2021 2675 3097 3540
144 528 721 1296 1374 3971
641 644 2440 2584 2808 3973
701 832 1285 1415 3338 3954
1035 1663 1784 1991 2091 3004
3 112 276 1760 4008 4049
1225 1473 1474 1635 3224 3991
46 219 814 939 951 2476
346 1140 2867 3287 3452 3953
366 717 801 1224 2797 3201
524 2146 2566 3398 3536 3736
223 1641 2072 3000 3526 4074
4 129 304 335 856 2055
327 573 2376 3601 3634 4086
1736 1866 2288 2798 2918 3215
1648 1905 2379 3661 3684 4090
625 2212 2545 3300 3362 3887
613 1131 1662 1887 2562 3106
993 1237 1552 2656 3256 3781
120 304 361 729 3240 3721
320 700 1213 1924 2391 3460
358 643 940 1453 2581 2725
181 1487 2732 2753 3420 3533
312 1408 2266 2387 2782 3849
1390 1425 1814 2211 2496 4075
128 614 1857 2892 3080 3262
221 1136 2156 2420 2427 3412
240 272 857 1533 2583 3105
957 1098 2353 2701 3151 3700
449 2077 2339 2404 3022 4016
541 2052 2082 2425 2572 2736
675 705 1686 2206 3505 3653
102 1050 1242 1609 1989 2626
138 715 757 921 2961 3562
870 1013 1492 1876 2372 3476
1339 2571 3422 3517 3616 3636
795 1083 1264 1343 1711 3404
1678 2230 2456 2801 3555 3776
820 889 2087 2214 3532 3616
136 184 555 723 1848 2251
296 2586 2661 2946 3177 3290
558 1297 1546 2578 2830 3457
369 858 1052 1318 1586 3118
352 535 874 1175 1443 1444
82 982 1046 1547 1954 2739
75 923 1753 2129 3137 3263
761 786 2191 2208 3652 3995
325 590 1632 1818 2196 2435
736 809 1138 1145 1977 2985
746 890 1559 2224 2860 3655
516 1430 2277 2395 2709 3332
1303 1716 2287 2897 3143 3727
373 1001 1523 1785 2595 2714
54 1479 1613 2329 3648 3850
1029 1166 1262 1812 2080 2222
526 1021 1134 1185 1219 3395
77 1241 2608 2917 2931 3099
6 804 810 1029 2563 3098
159 496 1255 1357 1726 2851
217 530 2861 2886 3510 3534
1710 1745 2164 2542 2563 3750
288 303 397 698 1828 1994
107 263 378 3541 3607 3739
51 984 1664 1725 1797 2676
971 1112 2136 2180 2189 2708
433 1584 1854 2397 3696 3964
1010 2005 2110 2504 3097 4022
334 815 1417 1649 2473 2846
23 112 687 958 1369 1809
383 1639 1994 2280 2561 2609
624 915 1325 2465 2490 3417
1625 1899 2726 3138 3403 4013
491 609 1931 2936 3555 3922
517 689 1683 2441 2823 3157
733 742 803 2752 2755 3074
933 1622 1734 1808 2244 3411
49 513 2161 3426 3536 3846
1567 1609 2183 2636 3572 3780
0 1307 1441 1717 1874 2186
458 1010 1032 1289 3641 4036
266 1550 2728 2815 3200 3489
184 411 1480 2364 3030 3493
229 303 997 2677 3129 3665
286 381 419 549 2884 3284
243 406 483 2140 2935 3885
926 1700 2198 3004 3220 3506
835 1624 2095 2551 3725 3781
1091 1594 1665 2710 3128 3596
217 2026 2275 2375 3440 3795
1379 1416 1728 2327 3066 3859
634 1665 2007 2831 3458 3848
1631 1802 2672 3279 3598 3846
401 1225 1322 2206 2292 3478
36 2060 2064 2696 3076 3753
50 227 292 980 3101 3788
1414 2771 3189 3474 3765 4018
1633 1800 2637 2961 3718 3960
368 1855 2144 2635 3595 3624
40 515 618 1729 2280 2813
133 435 1247 1894 2382 2972
778 979 991 1222 1480 2971
1132 1220 2094 2125 3666 3750
374 518 1063 2665 3627 4066
212 1221 1589 2180 3028 4069
319 622 972 1332 3376 3871
403 448 896 2199 2830 3619
483 2093 3198 3202 3475 4092
888 899 2425 2677 3454 3825
258 1402 1483 1615 1948 3963
135 1202 1337 1423 2027 4036
1386 1430 1928 2047 2498 3133
323 1202 1817 2134 2699 3406
235 654 704 910 1510 2506
676 1263 1288 2458 3859 3888
1253 1614 1926 2501 3405 3520
547 1400 1796 1825 1925 1998
626 750 853 1773 2636 2750
98 1342 1663 2668 3219 3354
1387 2283 2577 2785 3393 3671
1481 1518 1823 3086 3230 3355
737 1228 1795 2773 3389 3828
263 1725 2361 2374 3312 3839
249 893 1240 1265 1713 2742
1587 1741 2301 2332 2760 3870
31 142 210 232 1749 3245
106 1195 1197 1701 1895 3869
35 351 802 1056 2428 3090
72 360 1040 1616 2272 3003
1482 2192 2207 2740 2826 3744
164 537 1012 1540 2054 3913
251 1450 1483 2383 2722 4002
294 532 2223 2708 3680 3867
450 772 942 2532 2632 3851
1328 3156 3541 3823 3912 3972
848 1347 1413 2845 3103 3749
27 893 1837 2084 2133 2908
68 225 1449 1837 2559 3654
201 1885 1994 2421 3136 3391
392 673 801 1645 2093 2266
600 1574 1747 1755 2113 2324
429 1612 1753 1803 3743 3903
216 675 1515 2055 2963 4045
746 943 1736 2585 3797 3841
1226 1593 1867 2649 2720 4015
148 313 1090 1524 2933 3602
7 747 1645 2527 2702 3899
529 1277 1314 2484 2991 3295
946 1034 2648 3426 3497 3831
542 1271 1311 2008 2357 3633
571 843 1028 3554 3986 4029
598 1571 3017 3024 3328 3525
279 862 1183 1737 2092 3277
269 900 1765 2610 3382 4014
1028 1634 2723 3025 3062 3674
306 1944 2220 2273 2423 3214
759 1851 2558 2756 2887 3776
324 1681 1882 2358 2712 3618
180 1983 2205 2650 3382 3938
132 1177 1967 2050 2100 4055
44 645 782 1781 2380 2962
1965 2597 2940 3077 3202 3653
797 1122 2574 2781 3219 3756
944 1853 2037 2315 2459 3236
1459 1469 2236 2796 3472 3936
1449 1794 2381 2511 2719 2800
853 1896 2368 2879 3133 3975
830 978 1199 1333 3089 3239
505 794 1479 1913 1988 3946
421 587 677 1258 1364 3522
1355 2773 2908 2939 3321 3326
660 823 1732 2105 2200 2935
311 334 1966 2653 3531 3996
629 1198 2370 3812 4058 4085
1406 1652 1920 3059 3226 3635
653 877 1124 2250 3199 3229
478 1651 2001 3549 3647 3691
748 906 1625 1742 2165 2930
193 2025 2319 2556 3438 3599
506 906 1804 2593 3656 3853
709 1206 1252 1399 2270 3416
297 721 2683 2924 3820 3876
1389 2009 2262 2902 3745 3755
641 2168 2873 3009 3117 3812
533 639 1243 2536 2943 3074
45 1130 1741 2520 2690 3747
151 252 319 2482 2889 3842
860 1083 1580 2852 3045 3830
147 275 615 1410 2221 3014
321 720 1392 2704 2974 3984
415 489 563 771 2593 2824
1043 1149 2019 3395 3477 3830
374 878 1763 2475 2493 3334
25 768 1349 1421 1571 3193
587 1310 1452 2695 3019 4075
160 2004 2535 2706 3288 3408
1004 1348 1535 2571 3796 4048
163 938 2907 3182 4006 4036
66 2888 3578 3604 3643 3739
310 1024 1081 1792 1999 3366
1718 2155 3035 3391 3478 3700
277 419 584 1590 2417 3516
1898 2354 2579 3120 3234 3810
1564 1641 2573 3031 3564 3623
624 1253 1965 2719 3298 3582
1109 2318 2497 2584 2593 3242
397 959 1759 2802 2918 3891
146 168 1186 1836 2262 3634
116 1655 2096 3674 3678 3962
569 706 1630 2138 3121 3772
852 1143 1158 2549 2739 2855
210 984 2306 3314 3470 3955
50 1017 2127 2266 2622 3676
96 114 324 385 1706 2407
153 2422 3087 3363 3613 3685
609 747 859 1122 2299 3999
102 2237 2966 3082 3155 3857
845 897 2531 2656 2977 3014
344 1071 1697 2034 2505 3567
